Image,Label,x,y,Timestamp
img_000000537_Default_000.tif,D-Right,1732,853,537
img_000000537_Default_000.tif,E-Right,1733,125,537
img_000000538_Default_000.tif,D-Right,1732,853,538
img_000000538_Default_000.tif,E-Right,1733,125,538
img_000000539_Default_000.tif,D-Right,1731,853,539
img_000000539_Default_000.tif,E-Right,1733,125,539
img_000000540_Default_000.tif,D-Right,1732,852,540
img_000000540_Default_000.tif,E-Right,1733,125,540
img_000000541_Default_000.tif,D-Right,1732,853,541
img_000000541_Default_000.tif,E-Right,1733,126,541
img_000000542_Default_000.tif,D-Right,1732,853,542
img_000000542_Default_000.tif,E-Right,1733,125,542
img_000000543_Default_000.tif,D-Right,1732,853,543
img_000000543_Default_000.tif,E-Right,1734,126,543
img_000000544_Default_000.tif,D-Right,1732,853,544
img_000000544_Default_000.tif,E-Right,1733,126,544
img_000000545_Default_000.tif,D-Right,1732,853,545
img_000000545_Default_000.tif,E-Right,1734,126,545
img_000000546_Default_000.tif,D-Right,1732,854,546
img_000000546_Default_000.tif,E-Right,1733,126,546
img_000000547_Default_000.tif,D-Right,1732,854,547
img_000000547_Default_000.tif,E-Right,1733,125,547
img_000000548_Default_000.tif,D-Right,1732,853,548
img_000000548_Default_000.tif,E-Right,1733,125,548
img_000000549_Default_000.tif,D-Right,1732,853,549
img_000000549_Default_000.tif,E-Right,1733,125,549
img_000000550_Default_000.tif,D-Right,1731,852,550
img_000000550_Default_000.tif,E-Right,1733,125,550
img_000000551_Default_000.tif,D-Right,1733,854,551
img_000000551_Default_000.tif,E-Right,1734,126,551
img_000000552_Default_000.tif,D-Right,1732,853,552
img_000000552_Default_000.tif,E-Right,1734,126,552
img_000000553_Default_000.tif,D-Right,1732,853,553
img_000000553_Default_000.tif,E-Right,1733,126,553
img_000000554_Default_000.tif,D-Right,1733,853,554
img_000000554_Default_000.tif,E-Right,1734,126,554
img_000000555_Default_000.tif,D-Right,1732,853,555
img_000000555_Default_000.tif,E-Right,1733,126,555
img_000000556_Default_000.tif,D-Right,1732,853,556
img_000000556_Default_000.tif,E-Right,1734,126,556
img_000000557_Default_000.tif,D-Right,1732,853,557
img_000000557_Default_000.tif,E-Right,1733,126,557
img_000000558_Default_000.tif,D-Right,1732,854,558
img_000000558_Default_000.tif,E-Right,1733,126,558
img_000000559_Default_000.tif,D-Right,1732,853,559
img_000000559_Default_000.tif,E-Right,1733,126,559
img_000000560_Default_000.tif,D-Right,1732,853,560
img_000000560_Default_000.tif,E-Right,1733,126,560
img_000000561_Default_000.tif,D-Right,1732,853,561
img_000000561_Default_000.tif,E-Right,1734,126,561
img_000000562_Default_000.tif,D-Right,1733,853,562
img_000000562_Default_000.tif,E-Right,1733,126,562
img_000000563_Default_000.tif,D-Right,1732,853,563
img_000000563_Default_000.tif,E-Right,1733,126,563
img_000000564_Default_000.tif,D-Right,1732,853,564
img_000000564_Default_000.tif,E-Right,1734,126,564
img_000000565_Default_000.tif,D-Right,1732,853,565
img_000000565_Default_000.tif,E-Right,1734,126,565
img_000000566_Default_000.tif,D-Right,1732,855,566
img_000000566_Default_000.tif,E-Right,1733,126,566
img_000000567_Default_000.tif,D-Right,1732,853,567
img_000000567_Default_000.tif,E-Right,1733,126,567
img_000000568_Default_000.tif,D-Right,1732,853,568
img_000000568_Default_000.tif,E-Right,1733,126,568
img_000000569_Default_000.tif,D-Right,1732,854,569
img_000000569_Default_000.tif,E-Right,1734,126,569
img_000000570_Default_000.tif,D-Right,1732,853,570
img_000000570_Default_000.tif,E-Right,1733,126,570
img_000000571_Default_000.tif,D-Right,1732,853,571
img_000000571_Default_000.tif,E-Right,1734,126,571
img_000000572_Default_000.tif,D-Right,1731,853,572
img_000000572_Default_000.tif,E-Right,1732,125,572
img_000000573_Default_000.tif,D-Right,1731,853,573
img_000000573_Default_000.tif,E-Right,1732,125,573
img_000000574_Default_000.tif,D-Right,1733,853,574
img_000000574_Default_000.tif,E-Right,1734,126,574
img_000000575_Default_000.tif,D-Right,1733,854,575
img_000000575_Default_000.tif,E-Right,1733,126,575
img_000000576_Default_000.tif,D-Right,1733,853,576
img_000000576_Default_000.tif,E-Right,1733,126,576
img_000000577_Default_000.tif,D-Right,1732,853,577
img_000000577_Default_000.tif,E-Right,1734,126,577
img_000000578_Default_000.tif,D-Right,1732,853,578
img_000000578_Default_000.tif,E-Right,1734,126,578
img_000000579_Default_000.tif,D-Right,1733,853,579
img_000000579_Default_000.tif,E-Right,1733,126,579
img_000000580_Default_000.tif,D-Right,1732,853,000000580
img_000000580_Default_000.tif,E-Right,1733,126,000000580
